Company Name,Company Category,Date,Resolution Status,Rating (out of 10),original,Deceptive Patterns,Type
eDreams,"Accommodation, Travel and Tourism",12/3/2024,Resolved,5,"Purchased a trip but experienced recurring issues afterward, including unwelcome deductions.",0,0
eDreams,"Accommodation, Travel and Tourism",12/3/2024,Resolved,3,Unexpected charge of €89.99 following a booking made on 23 October.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",12/2/2024,Resolved,10,Full reimbursement requested for an unauthorized Prime subscription deduction.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",12/2/2024,Resolved,7,Charged €69.99 on 2 December 2024 for a Prime subscription used once the previous year.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",12/1/2024,Resolved,9,Unauthorized card charge during a trip booking in October 2023.,0,0
eDreams,"Accommodation, Travel and Tourism",12/1/2024,Resolved,7,Complaint about a €89.99 Prime subscription fee deducted without consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/29/2024,Resolved,5,"€69.99 charge from ""EDREAMS PRIME ANNUAL BARCELONA"" flagged as unauthorized.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/28/2024,Resolved,6,€89.99 deduction for an unapproved annual Prime subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/28/2024,Resolved,3,Complaint about Prime subscription renewal and cancellation difficulties.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/27/2024,Resolved,4,Prime subscription appeared free during booking but led to a €89.99 charge later.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/27/2024,Unresolved,1,Disputed €69.99 Prime subscription charge made without consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/25/2024,Resolved,8,Unauthorized charge of 69.99€ for eDreams Prime service.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/25/2024,Resolved,9,Unauthorized charge of 89.99€ withdrawn from the account without any purchase made.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/23/2024,Resolved,5,Unauthorized annual eDreams Prime charge.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/23/2024,Resolved,6,Unauthorized charge for a flight purchase made by the card without consent.,0,0
eDreams,"Accommodation, Travel and Tourism",11/23/2024,Resolved,1,EDreams Prime charge made without consent or prior knowledge.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/21/2024,Resolved,5,Unauthorized annual eDreams Prime charge after a flight booking.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/21/2024,Resolved,2,Unauthorized eDreams Prime subscription charge after flight booking.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/21/2024,Resolved,6,Unauthorized 89.99€ charge for eDreams Prime service not subscribed.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/21/2024,Resolved,1,Unauthorized Prime subscription charge.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/20/2024,Resolved,8,"Charges for eDreams Prime after booking, though no clear consent given.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/20/2024,Resolved,8,Attempt to cancel eDreams Prime subscription and request for assistance.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/19/2024,Resolved,5,Unauthorized eDreams Prime renewal without consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/19/2024,Resolved,9,Double charge for eDreams Prime subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/19/2024,Resolved,9,Unauthorized eDreams Prime charge after October booking.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/18/2024,Resolved,6,Unauthorized charge for eDreams Prime Annual subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/17/2024,Resolved,5,Unauthorized debit of 89.99€ charged by eDreams.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/16/2024,Resolved,2,Unauthorized charge for eDreams Prime service.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/15/2024,Resolved,9,Unauthorized transaction on PayPal account.,0,0
eDreams,"Accommodation, Travel and Tourism",11/15/2024,Resolved,5,Unauthorized charge for eDreams Prime.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/15/2024,Resolved,2,Unauthorized renewal charge for eDreams subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/14/2024,Resolved,1,Unauthorized charge for eDreams Prime subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/14/2024,Resolved,8,Unauthorized charge of 69.99€ for eDreams Prime subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/13/2024,Resolved,10,"Unauthorized charge for eDreams Prime annual subscription, no consent given.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/13/2024,Resolved,5,Alleged past subscription issue surfaced after recent payment.,0,0
eDreams,"Accommodation, Travel and Tourism",11/13/2024,Resolved,10,Unauthorized charge for membership plan without prior consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,9,"Unauthorized withdrawal from bank account, seeking refund.",0,0
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,9,Dispute over unauthorized eDreams Prime charge.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,5,Unauthorized charge on account without warning.,0,0
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,5,Unauthorized renewal of Prime plan using debit card data,0,0
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,8,Unauthorized charge of 69.99€,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,5,Unauthorized use of card for Prime subscription,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/12/2024,Resolved,8,Unauthorized withdrawal of funds,0,0
eDreams,"Accommodation, Travel and Tourism",11/11/2024,Resolved,7,Unauthorized charge related to eDreams Prime,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/11/2024,Resolved,1,Refund issue regarding a cancellation of a Porto-Ponta Delgada flight,0,0
eDreams,"Accommodation, Travel and Tourism",11/11/2024,Resolved,9,Unauthorized charge for eDreams Prime subscription,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/11/2024,Resolved,1,No response for a complaint regarding a booking issue,0,0
eDreams,"Accommodation, Travel and Tourism",11/11/2024,Resolved,10,Refund not processed and invoice not sent after booking cancellation,0,0
eDreams,"Accommodation, Travel and Tourism",11/10/2024,Resolved,1,Request for refund of 89.99€ for an unexpected Prime subscription charge,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/10/2024,Resolved,10,Request for refund of 89.99€ charged for eDreams Prime,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/9/2024,Resolved,6,Refund request after 89.99€ charge for eDreams Prime without authorization,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/8/2024,Unresolved,1,Unauthorized charge of 89.90€ for eDreams Prime subscription,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/8/2024,Resolved,10,Charge of 69.99€ for eDreams Prime subscription without consent,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/8/2024,Resolved,9,Error in subscription to eDreams Prime while booking a flight,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/8/2024,Resolved,10,Incorrect charge for eDreams Prime subscription following flight booking error,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/8/2024,Resolved,2,No invoice received after payment for a booking.,0,0
eDreams,"Accommodation, Travel and Tourism",11/7/2024,Resolved,1,"Offered promotional price and voucher, but no service received after payment.",1,Bait and switch
eDreams,"Accommodation, Travel and Tourism",11/7/2024,Resolved,8,Unauthorized Prime subscription without consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/7/2024,Resolved,6,"Unexplained 89.99€ charge, no prior notification or consent.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/7/2024,Resolved,6,Unauthorized charge of 69.99€ for a service not requested.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/7/2024,Resolved,5,Mistaken Prime subscription charge without clear notice.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/6/2024,Resolved,4,Missed flight due to lack of notification from eDreams about booking details.,0,0
eDreams,"Accommodation, Travel and Tourism",11/6/2024,Resolved,8,Unauthorized charge of 64.99€ from the account.,0,0
eDreams,"Accommodation, Travel and Tourism",11/6/2024,Resolved,8,"Prime subscription renewed without consent, cancellation requested.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/6/2024,Resolved,10,Annual charge for Prime subscription without consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/5/2024,Resolved,1,Deceptive business practices and unauthorized charge.,1,Hidden costs
eDreams,"Accommodation, Travel and Tourism",11/5/2024,Resolved,8,"Service paid for but not provided, complaint about a booking.",0,0
eDreams,"Accommodation, Travel and Tourism",11/4/2024,Resolved,10,Unauthorized charge of 89.99€ for a subscription without prior notification.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/4/2024,Resolved,10,"Unauthorized charge of 89.99€ on credit card, no prior subscription.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/4/2024,Resolved,4,Unauthorized Prime subscription charge and renewal.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/4/2024,Resolved,9,Charge of 69.99€ for Prime renewal without any purchase made.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/4/2024,Resolved,8,Unauthorized Prime subscription and renewal charge.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/4/2024,Resolved,1,"Charged 89.99 EUR for a prime subscription I didn’t authorize, seeking reimbursement.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/3/2024,Resolved,10,"Money withdrawn from my account for a flight booking, not authorized.",0,0
eDreams,"Accommodation, Travel and Tourism",11/2/2024,Resolved,10,"Charges for a flight booking I made, despite repeated attempts to avoid extra charges.",1,Hidden costs
eDreams,"Accommodation, Travel and Tourism",11/2/2024,Resolved,5,"Misleading discount advertising like Amazon Prime, unexpected charges after purchase.",1,Hidden costs
eDreams,"Accommodation, Travel and Tourism",11/2/2024,Resolved,4,"Amount of 86.11 EUR withdrawn from my account without authorization, presumed to be related to travel.",0,0
eDreams,"Accommodation, Travel and Tourism",11/2/2024,Resolved,10,Surprised by an automatic renewal charge for eDreams Prime subscription I didn’t remember activating.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/1/2024,Resolved,7,"Applied for a refund for the prime subscription, felt misled by the service.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",11/1/2024,Resolved,5,Automatic debit for a yearly subscription that I never agreed to.,0,0
eDreams,"Accommodation, Travel and Tourism",10/31/2024,Resolved,1,Charged for the Prime service unexpectedly after booking flight tickets.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/31/2024,Resolved,8,Unauthorized Prime subscription renewal and subsequent charges.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/31/2024,Resolved,10,Money deducted from my account for Prime subscription renewal without my consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/31/2024,Resolved,8,"Charged for Prime subscription renewal after a year of usage, no warning.",1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/31/2024,Resolved,7,Unexpected charge for Prime subscription renewal without prior consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/30/2024,Resolved,5,Was not informed about signing up for a 69 EUR annual subscription while purchasing a flight ticket.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/29/2024,Resolved,5,"Issues with booking a flight as the departure time didn’t match what I wanted, no prior communication.",0,0
eDreams,"Accommodation, Travel and Tourism",10/29/2024,Resolved,10,Booking went fine but I received an email thanking me for an unwanted Prime subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/29/2024,Resolved,10,Charged 89.99 EUR for Prime subscription without consent.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/28/2024,Resolved,10,Unauthorized charge of 89.99 EUR for eDreams Prime subscription.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/28/2024,Resolved,7,Incorrect charge of 154.98 EUR for subscription services never used.,1,Hidden subscription
eDreams,"Accommodation, Travel and Tourism",10/28/2024,Resolved,6,"Paid 54.99 EUR for eDreams Prime subscription, was told it wasn't refundable.",1,Hidden subscription
